acqMode,acqName,acqfromDt,acqtoDt,afterAcqSharesNo,afterAcqSharesPer,befAcqSharesNo,befAcqSharesPer,company,date,intimDt,personCategory,secAcq,secType,secVal,securitiesTypePost,symbol,tdpTransactionType
Market Purchase,Vansh Goenka,2026-03-19,2026-03-19,2924086,5.72,2921086,5.71,Hindcon Chemicals Limited,2026-03-21,2026-03-20,Promoters,3000,Equity Shares,56692,Equity Shares,HINDCON,Buy
Market Purchase,GAUTAM R MORARKA,2026-03-20,2026-03-20,28195609,15.22,28183109,15.21,Dwarikesh Sugar Industries Limited,2026-03-21,2026-03-21,Promoters,12500,Equity Shares,494919,Equity Shares,DWARKESH,Buy
Market Purchase,KALIDINDI RAVI,2026-03-20,2026-03-20,3092183,6.84,3089128,6.83,NCL Industries Limited,2026-03-21,2026-03-21,Director,3055,Equity Shares,522283,Equity Shares,NCLIND,Buy
Market Purchase,BHAMINI INFRASTRUCTURE PRIVATE LIMITED,2026-03-20,2026-03-20,522900,2.81,517900,2.78,Rachana Infrastructure Limited,2026-03-21,2026-03-21,Promoter Group,5000,Equity Shares,189250,Equity Shares,RILINFRA,Buy
Market Purchase,GIRISHKUMAR OCHCHHAVLAL RAVAL,2026-03-20,2026-03-20,6119781,32.89,6103781,32.81,Rachana Infrastructure Limited,2026-03-21,2026-03-21,Promoters,16000,Equity Shares,598720,Equity Shares,RILINFRA,Buy
Market Purchase,JSL OVERSEAS HOLDING LTD,2026-03-17,2026-03-18,140486018,17.04,140391018,17.03,Jindal Stainless Limited,2026-03-21,2026-03-19,Promoter Group,95000,Equity Shares,68852682,Equity Shares,JSL,Buy
Market Purchase,SACHIN RAJENDRA SHIRGAOKAR,2026-03-17,2026-03-17,780386,5.02,779360,5.01,Synergy Green Industries Limited,2026-03-21,2026-03-19,Promoters,1026,Equity Shares,514539,Equity Shares,SGIL,Buy
Market Purchase,TARINI SANAT SHIRGAOKAR,2026-03-17,2026-03-17,82300,0.53,82100,0.53,Synergy Green Industries Limited,2026-03-21,2026-03-19,Promoter Group,200,Equity Shares,98440,Equity Shares,SGIL,Buy
Market Purchase,Madhavkrishna Singhania Family Trust,2026-03-19,2026-03-19,100,0,Nil,0,JK Cement Limited,2026-03-20,2026-03-20,Promoter Group,100,Equity Shares,499962,Equity Shares,JKCEMENT,Buy
Market Purchase,Raghavpat Singhania Family Trust,2026-03-19,2026-03-19,100,0,Nil,0,JK Cement Limited,2026-03-20,2026-03-20,Promoter Group,100,Equity Shares,499958,Equity Shares,JKCEMENT,Buy
Market Purchase,Potluri Venkateshwara Rao,2026-03-19,2026-03-19,6860,0.01,2860,0,Pennar Industries Limited,2026-03-20,2026-03-20,Director,4000,Equity Shares,571880,Equity Shares,PENIND,Buy
Market Purchase,Nidhipati Singhania Family Trust,2026-03-19,2026-03-19,100,0,Nil,0,JK Cement Limited,2026-03-20,2026-03-20,Promoter Group,100,Equity Shares,499996,Equity Shares,JKCEMENT,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-13,2026-03-13,177650,1.02,177150,1.02,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,500,Equity Shares,50,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-02,2026-03-02,170297,0.98,169797,0.97,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,500,Equity Shares,58,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-02,2026-03-02,169797,0.97,169297,0.97,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,500,Equity Shares,57,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-02,2026-03-02,169297,0.97,168797,0.97,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,500,Equity Shares,58,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-02,2026-03-02,168727,0.97,168321,0.97,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,406,Equity Shares,55,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-02-19,2026-02-19,168391,0.97,167958,0.96,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,433,Equity Shares,57,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-02-19,2026-02-19,167958,0.96,167458,0.96,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,500,Equity Shares,57,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-02-19,2026-02-19,167458,0.96,166958,0.96,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,500,Equity Shares,57,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-02-18,2026-02-18,166958,0.96,166488,0.96,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,470,Equity Shares,59,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-02-17,2026-02-17,166488,0.96,165940,0.95,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,548,Equity Shares,60,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-02-16,2026-02-16,165940,0.95,165440,0.95,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,500,Equity Shares,60,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-02-16,2026-02-16,165440,0.95,165252,0.95,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,188,Equity Shares,59,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-02-13,2026-02-13,165252,0.95,164252,0.94,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,1000,Equity Shares,59,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-02-13,2026-02-13,164252,0.94,163752,0.94,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,500,Equity Shares,60,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-02-13,2026-02-13,163752,0.94,163252,0.94,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,500,Equity Shares,59,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-02-12,2026-02-12,163252,0.94,163074,0.94,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,178,Equity Shares,60,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-02-12,2026-02-12,163074,0.94,162099,0.93,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,975,Equity Shares,63,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-17,2026-03-17,180650,1.04,180150,1.03,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,500,Equity Shares,52,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-17,2026-03-17,180150,1.03,179650,1.03,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,500,Equity Shares,52,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-17,2026-03-17,179650,1.03,177650,1.02,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,2000,Equity Shares,53,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-13,2026-03-13,177150,1.02,176650,1.01,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,500,Equity Shares,51,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-13,2026-03-13,176650,1.01,175650,1.01,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,1000,Equity Shares,50,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-12,2026-03-12,175650,1.01,173789,1,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,1861,Equity Shares,53,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-04,2026-03-04,170797,0.98,170297,0.98,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,500,Equity Shares,54,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-06,2026-03-06,171297,0.98,170797,0.98,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,500,Equity Shares,54,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-10,2026-03-10,172797,0.99,171297,0.98,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,1500,Equity Shares,53,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-10,2026-03-10,173289,0.99,172797,0.99,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,492,Equity Shares,53,Equity Shares,MITCON,Buy
Market Purchase,AJAY ARJUNLAL AGARWAL,2026-03-11,2026-03-11,173789,1,173289,0.99,MITCON Consultancy & Engineering Services Limited,2026-03-20,2026-03-19,Director,500,Equity Shares,53,Equity Shares,MITCON,Buy
Market Purchase,RAJENDRA SETHIA,2026-03-20,2026-03-20,74191020,72.77,74181155,72.76,Western Carriers (India) Limited,2026-03-20,2026-03-20,Promoters,9865,Equity Shares,910736,Equity Shares,WCIL,Buy
Market Purchase,RAJENDRA SETHIA,2026-03-19,2026-03-19,74181155,72.76,74171020,72.75,Western Carriers (India) Limited,2026-03-20,2026-03-20,Promoters,10135,Equity Shares,921980,Equity Shares,WCIL,Buy
Market Purchase,IRB Holding Private Limited (Formerly known as Mhaiskar Ventures Private Limited),2026-03-19,2026-03-19,1800923150,29.82,1799723150,29.8,IRB Infrastructure Developers Limited,2026-03-20,2026-03-20,Promoter Group,1200000,Equity Shares,49805520,Equity Shares,IRB,Buy
Market Purchase,IRB Holding Private Limited (Formerly known as Mhaiskar Ventures Private Limited),2026-03-20,2026-03-20,1802123150,29.84,1800923150,29.82,IRB Infrastructure Developers Limited,2026-03-20,2026-03-20,Promoter Group,1200000,Equity Shares,50177880,Equity Shares,IRB,Buy
Market Purchase,Kamlesh Chimanlal Gandhi,2026-03-19,2026-03-19,19065572,10.51,19056524,10.5,MAS Financial Services Limited,2026-03-20,2026-03-20,Promoters,9048,Equity Shares,2656538,Equity Shares,MASFIN,Buy
Market Sale,BOMBAY MINERALS LIMITED,2026-03-19,2026-03-19,30842453,25.78,32099953,26.83,ORIENT CERATECH LIMITED,2026-03-20,2026-03-20,Promoters,1257500,Equity Shares,48949319,Equity Shares,ORIENTCER,Sell
Market Purchase,Ashapura International Limited,2026-03-19,2026-03-19,7535136,6.3,6277636,5.25,ORIENT CERATECH LIMITED,2026-03-20,2026-03-20,Promoter Group,1257500,Equity Shares,48976356,Equity Shares,ORIENTCER,Buy
Market Purchase,Arjunsinh Rajput,2026-03-19,2026-03-19,1724431,1.74,1635788,1.65,Gokul Refoils and Solvent Limited,2026-03-20,2026-03-20,Promoter Group,88643,Equity Shares,3702053,Equity Shares,GOKUL,Buy
Market Purchase,Gallantt Industry Private Limited,2026-03-19,2026-03-19,2541120,1.05,2525583,1.05,Gallantt Ispat Limited,2026-03-20,2026-03-20,Promoter Group,15537,Equity Shares,8512716,Equity Shares,GALLANTT,Buy
Market Purchase,Renu Govind Gadgil,2026-03-20,2026-03-20,7051000,22.24,7045000,22.23,PNGS Reva Diamond Jewellery Limited,2026-03-20,2026-03-20,Promoters,6000,Equity Shares,2205420,Equity Shares,PNGSREVA,Buy
Market Purchase,Govind Vishwanath Gadgil,2026-03-20,2026-03-20,7062669,22.29,7057669,22.27,PNGS Reva Diamond Jewellery Limited,2026-03-20,2026-03-20,Promoters,5000,Equity Shares,1835200,Equity Shares,PNGSREVA,Buy
Market Purchase,Nilesh Suresh Mohata,2026-03-19,2026-03-20,3682870,16.11,3667670,16.04,Ramdevbaba Solvent Limited,2026-03-20,2026-03-20,Promoters,15200,Equity Shares,1169264,Equity Shares,RBS,Buy
Market Purchase,Jay Shah,2026-03-18,2026-03-18,19566,0.13,10358,0.07,Zodiac Energy Limited,2026-03-20,2026-03-20,Promoter Group,9208,Equity Shares,2286623,Equity Shares,ZODIAC,Buy
Market Purchase,Ravi Agrawal,2026-03-18,2026-03-20,9818368,46.57,9778150,46.38,Orissa Bengal Carrier Limited,2026-03-20,2026-03-20,Promoters,40218,Equity Shares,2287654,Equity Shares,OBCL,Buy
Market Purchase,KALIDINDI RAVI,2026-03-18,2026-03-19,3089128,6.83,3086128,6.82,NCL Industries Limited,2026-03-20,2026-03-19,Director,3000,Equity Shares,526000,Equity Shares,NCLIND,Buy
Market Purchase,GENESIS EXPORTS PRIVATE LIMITED,2026-03-19,2026-03-19,52075000,46.91,52060000,46.9,La Opala RG Limited,2026-03-20,2026-03-20,Promoters,15000,Equity Shares,2808054,Equity Shares,LAOPALA,Buy
Market Purchase,S. Aravindan,2026-03-17,2026-03-18,4624318,6.09,4593018,6.05,W S Industries (I) Limited,2026-03-20,2026-03-19,Promoters,31300,Equity Shares,2085906,Equity Shares,WSI,Buy
Market Purchase,Abhishek Bhatia,2026-03-18,2026-03-19,1556100,3.68,1501300,3.55,Tree House Education & Accessories Limited,2026-03-20,2026-03-20,Promoter Group,54800,Equity Shares,469630,Equity Shares,TREEHOUSE,Buy
Market Purchase,UTSAV RAJENDRA CHOTAI,2026-03-19,2026-03-20,1017500,17.73,1012250,17.64,Gayatri Rubbers And Chemicals Limited,2026-03-20,2026-03-20,Promoters,5250,Equity Shares,2051375,Equity Shares,GRCL,Buy
Market Purchase,T.T. BRANDS LIMITED,2026-03-18,2026-03-20,88699563,34.33,88567108,34.28,T T Limited,2026-03-20,2026-03-20,Promoter Group,132455,Equity Shares,1195603,Equity Shares,TTL,Buy
Market Purchase,Krishna Kumar Choudhary,2026-03-17,2026-03-17,1419236,2.15,1418706,2.15,Rashi Peripherals Limited,2026-03-20,2026-03-19,Director,530,Equity Shares,182850,Equity Shares,RPTECH,Buy
Market Purchase,Krishna Kumar Choudhary,2026-03-18,2026-03-18,1419731,2.15,1419236,2.15,Rashi Peripherals Limited,2026-03-20,2026-03-19,Director,495,Equity Shares,172260,Equity Shares,RPTECH,Buy
Market Purchase,Krishna Kumar Choudhary,2026-03-19,2026-03-19,1435529,2.18,1419731,2.15,Rashi Peripherals Limited,2026-03-20,2026-03-19,Director,15798,Equity Shares,5393279,Equity Shares,RPTECH,Buy
Market Purchase,PANKAJKUMAR HASTIMAL JAGAWAT,2026-03-18,2026-03-20,14350400,59.43,14210600,58.85,Utssav CZ Gold Jewels Limited,2026-03-20,2026-03-20,Promoters,139800,Equity Shares,28921229,Equity Shares,UTSSAV,Buy
Market Purchase,Kaksha Vipul Parekh,2026-03-20,2026-03-20,4903219,9.38,4843219,9.27,Gem Aromatics Limited,2026-03-20,2026-03-20,Promoters,60000,Equity Shares,10315200,Equity Shares,GEMAROMA,Buy
Market Purchase,Gujarat Narmada Valley Fertilizers And Chemicals Limited,2026-03-19,2026-03-19,2034025,2.77,1763525,2.4,Gujarat Alkalies and Chemicals Limited,2026-03-20,2026-03-20,Promoters,270500,Equity Shares,128813845,Equity Shares,GUJALKALI,Buy
Market Purchase,VIJAY KUMAR KAUSHIK,2026-03-19,2026-03-19,4068500,21.46,4059998,21.41,Vibhor Steel Tubes Limited,2026-03-20,2026-03-20,Promoters,8502,Equity Shares,955892,Equity Shares,VSTL,Buy
Market Purchase,Sambhav Starch Products Pvt Ltd,2026-03-19,2026-03-19,10651250,5.84,10633250,5.83,Sanstar Limited,2026-03-20,2026-03-20,Promoter Group,18000,Equity Shares,1498103,Equity Shares,SANSTAR,Buy
Market Purchase,PRATIMA SANDHIR,2026-03-19,2026-03-19,367315,1.94,365316,1.93,Vibhor Steel Tubes Limited,2026-03-20,2026-03-20,Promoter Group,1999,Equity Shares,227801,Equity Shares,VSTL,Buy
Market Purchase,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED,2026-03-16,2026-03-19,16924039,46.93,16905933,46.93,Nahar Spinning Mills Limited,2026-03-20,2026-03-19,Promoter Group,18106,Equity Shares,3565486,Equity Shares,NAHARSPING,Buy
Market Purchase,NCVI Enterprises Limited,2026-03-19,2026-03-19,48655000,16.58,48250695,16.44,IOL Chemicals and Pharmaceuticals Limited,2026-03-20,2026-03-20,Promoter Group,404305,Equity Shares,30144163,Equity Shares,IOLCP,Buy
Market Purchase,Anupam Bansal,2026-03-19,2026-03-19,555605,3.26,555132,3.26,Liberty Shoes Limited,2026-03-20,2026-03-20,Promoters,473,Equity Shares,118335,Equity Shares,LIBERTSHOE,Buy
Market Purchase,Anupam Bansal,2026-03-18,2026-03-18,555132,3.26,554205,3.25,Liberty Shoes Limited,2026-03-20,2026-03-20,Promoters,927,Equity Shares,233975,Equity Shares,LIBERTSHOE,Buy
Market Purchase,BHAMINI INFRASTRUCTURE PRIVATE LIMITED,2026-03-19,2026-03-19,517900,2.78,513900,2.76,Rachana Infrastructure Limited,2026-03-20,2026-03-20,Promoter Group,4000,Equity Shares,147120,Equity Shares,RILINFRA,Buy
Market Purchase,JAYDEEP GIRISHBHAI RAVAL,2026-03-19,2026-03-19,1586760,8.53,1581760,8.5,Rachana Infrastructure Limited,2026-03-20,2026-03-20,Promoter Group,5000,Equity Shares,176550,Equity Shares,RILINFRA,Buy
Market Purchase,KIRAN PODDAR,2026-03-18,2026-03-18,50623,0.12,36619,0.08,Mayur Uniquoters Ltd,2026-03-20,2026-03-19,Promoters,14004,Equity Shares,7173204,Equity Shares,MAYURUNIQ,Buy
Market Purchase,ANIL CHAMPALAL JAIN,2026-03-17,2026-03-17,1481470,4.69,1474375,4.67,Bajaj Healthcare Limited,2026-03-20,2026-03-18,Promoter Group,7095,Equity Shares,1990857,Equity Shares,BAJAJHCARE,Buy
Market Purchase,Ansuya Ramniklal Shah,2026-03-18,2026-03-18,140977,0.21,130977,0.19,Marathon Nextgen Realty Limited,2026-03-20,2026-03-20,Promoter Group,10000,Equity Shares,4219400,Equity Shares,MARATHON,Buy
Market Purchase,GIRISHKUMAR OCHCHHAVLAL RAVAL,2026-03-19,2026-03-19,6103781,32.81,6087981,32.72,Rachana Infrastructure Limited,2026-03-20,2026-03-20,Promoters,15800,Equity Shares,578596,Equity Shares,RILINFRA,Buy
Market Purchase,Haryana Capfin Limited,2026-03-17,2026-03-17,6330490,4.72,6318340,4.72,Maharashtra Seamless Limited,2026-03-20,2026-03-19,Promoter Group,12150,Equity Shares,6764534,Equity Shares,MAHSEAMLES,Buy
Market Purchase,Global Jindal Fin-Invest Limited,2026-03-17,2026-03-18,11707017,8.74,11619617,8.67,Maharashtra Seamless Limited,2026-03-20,2026-03-19,Promoter Group,87400,Equity Shares,49112463,Equity Shares,MAHSEAMLES,Buy
Market Purchase,Odd & Even Trades & Finance Limited,2026-03-17,2026-03-19,24300530,18.13,23991000,17.9,Maharashtra Seamless Limited,2026-03-20,2026-03-19,Promoter Group,309530,Equity Shares,172516938,Equity Shares,MAHSEAMLES,Buy
Market Sale,Rajiv Malhotra,2026-03-04,2026-03-04,51345,0.01,70345,0.01,Firstsource Solutions Limited,2026-03-19,2026-03-04,Promoter Group,19000,Equity Shares,4050773,Equity Shares,FSL,Sell
Market Purchase,Gallantt Industry Private Limited,2026-03-18,2026-03-18,2525583,1.05,2449583,1.02,Gallantt Ispat Limited,2026-03-19,2026-03-19,Promoter Group,76000,Equity Shares,42527327,Equity Shares,GALLANTT,Buy
Market Purchase,Arjunsinh Rajput,2026-03-18,2026-03-18,1635788,1.65,1485788,1.5,Gokul Refoils and Solvent Limited,2026-03-19,2026-03-19,Promoter Group,150000,Equity Shares,6371054,Equity Shares,GOKUL,Buy
Market Purchase,NAVIN CHAND SUCHANTI,2026-03-17,2026-03-18,3186457,6.22,3132489,6.11,Sinclairs Hotels Limited,2026-03-19,2026-03-19,Promoters,53968,Equity Shares,4091029,Equity Shares,SINCLAIR,Buy
Market Purchase,S Gokul,2026-03-16,2026-03-16,95999,0.21,95899,0.21,NCL Industries Limited,2026-03-19,2026-03-17,Promoter Group,100,Equity Shares,16900,Equity Shares,NCLIND,Buy
Market Purchase,ELECTROSTEEL THERMAL COAL LIMITED,2026-03-18,2026-03-18,20500000,3.32,Nil,0,Electrosteel Castings Limited,2026-03-19,2026-03-19,Promoter Group,20500000,Equity Shares,1437413239,Equity Shares,ELECTCAST,Buy
Market Purchase,KIRAN PODDAR,2026-03-17,2026-03-17,29393,0.07,27477,0.06,Mayur Uniquoters Ltd,2026-03-19,2026-03-18,Promoters,1916,Equity Shares,960108,Equity Shares,MAYURUNIQ,Buy
Market Purchase,KIRAN PODDAR,2026-03-17,2026-03-17,36619,0.08,29393,0.07,Mayur Uniquoters Ltd,2026-03-19,2026-03-18,Promoters,7226,Equity Shares,3646168,Equity Shares,MAYURUNIQ,Buy
Market Purchase,NCVI Enterprises Limited,2026-03-18,2026-03-18,48250695,16.44,47550695,16.2,IOL Chemicals and Pharmaceuticals Limited,2026-03-19,2026-03-19,Promoter Group,700000,Equity Shares,51408739,Equity Shares,IOLCP,Buy
Market Purchase,Mayadevi Polycot Limited,2026-03-18,2026-03-18,63945330,21.78,63891133,21.76,IOL Chemicals and Pharmaceuticals Limited,2026-03-19,2026-03-19,Promoter Group,54197,Equity Shares,4000210,Equity Shares,IOLCP,Buy
Market Purchase,Karan Paul,2026-03-17,2026-03-18,44280,0.02,100,0,Apeejay Surrendra Park Hotels Limited,2026-03-19,2026-03-18,Director,44180,Equity Shares,4974242,Equity Shares,PARKHOTELS,Buy
Market Purchase,Gujarat Narmada Valley Fertilizers And Chemicals Limited,2026-03-18,2026-03-18,1763525,2.4,1759996,2.4,Gujarat Alkalies and Chemicals Limited,2026-03-19,2026-03-19,Promoters,3529,Equity Shares,1522014,Equity Shares,GUJALKALI,Buy
Market Purchase,Kaksha Vipul Parekh,2026-03-19,2026-03-19,4843219,9.27,4768219,9.13,Gem Aromatics Limited,2026-03-19,2026-03-19,Promoters,75000,Equity Shares,12823500,Equity Shares,GEMAROMA,Buy
Market Purchase,Nitin Sachdeva,2026-03-19,2026-03-19,3634695,39.9,3633495,39.88,Delaplex Limited,2026-03-19,2026-03-19,Promoters,1200,Equity Shares,115776,Equity Shares,DELAPLEX,Buy
Market Purchase,Nitin Sachdeva,2026-03-19,2026-03-19,3635295,39.9,3634695,39.9,Delaplex Limited,2026-03-19,2026-03-19,Promoters,600,Equity Shares,57900,Equity Shares,DELAPLEX,Buy
Market Purchase,Nitin Sachdeva,2026-03-19,2026-03-19,3633495,39.88,3632295,39.87,Delaplex Limited,2026-03-19,2026-03-19,Promoters,1200,Equity Shares,115800,Equity Shares,DELAPLEX,Buy
Market Purchase,Nitin Sachdeva,2026-03-19,2026-03-19,3632295,39.87,3631095,39.86,Delaplex Limited,2026-03-19,2026-03-19,Promoters,1200,Equity Shares,115800,Equity Shares,DELAPLEX,Buy
Market Purchase,Nitin Sachdeva,2026-03-19,2026-03-19,3631095,39.86,3629895,39.85,Delaplex Limited,2026-03-19,2026-03-19,Promoters,1200,Equity Shares,115800,Equity Shares,DELAPLEX,Buy
